RMID	FirstName	LastName	Address	Latitude	Longitude	City	State	Zip	LandlinePhoneNumber	CellPhone	BirthDate	MaritalStatus	HirePrediction	HomePurchaseYear	HomeYearBuilt	HomeEstCurrentValue	HouseholdNetWorth	RoofMaterial	LastStormDamage	HomeSize
01349	Patricia	Anderson	518 Poplar Circle	35.0923	-106.5958	University Area	NM	87002	919-400-2145	919-360-3660	1963-02-21	Married	Unlikely	2014	1991	$406,025	$1,026,070	Tile	2023-08-27	2216
01350	William	Johnson	888 Oak Way	33.4697	-112.0186	Historic District	AZ	85003	919-137-1402	919-952-5116	1967-06-16	Divorced	Less Likely	2015	2004	$418,692	$392,131	Metal	2024-09-25	2514
01351	Patricia	Smith	548 Oak Way	33.4723	-112.0331	Government District	AZ	85001	919-935-8296	919-578-1698	1982-11-03	Single	Unlikely	2010	2004	$365,360	$716,107	Tile	2023-07-13	2349
01352	Elizabeth	Smith	346 Walnut Circle	33.4993	-112.0159	Central City	AZ	85003	919-345-9878	919-887-3632	1969-12-06	Divorced	Very Likely	2010	1998	$487,076	$1,072,214	Metal	2023-07-07	2094
01353	Robert	Wilson	982 Maple Lane	37.1199	-113.4777	Historic District	UT	84790	919-350-3066	919-812-8984	1967-07-03	Divorced	Possible	2018	2012	$409,846	$856,669	Tile	2024-09-17	2770
01354	Robert	Davis	940 Spruce Way	33.4428	-112.0308	Roosevelt	AZ	85002	919-594-3487	919-278-4203	1984-07-20	Single	Unlikely	2010	2018	$440,455	$489,321	Composition Shingle	2024-04-30	2741
01355	John	Smith	891 Poplar Drive	33.4530	-112.0672	Historic District	AZ	85003	919-494-4014	919-288-6660	1987-11-07	Divorced	Very Likely	2016	2001	$440,811	$719,930	Unknown	2023-09-11	1861
01356	Jennifer	Miller	459 Oak Circle	37.1330	-113.4771	Downtown	UT	84790	919-370-5832	919-449-6002	1990-12-23	Single	Unlikely	2019	2016	$383,816	$746,294	Composition Shingle	2023-12-25	2223
01357	Robert	Davis	806 Pine Drive	33.4828	-112.0894	Central City	AZ	85003	919-117-7079	919-337-1909	1963-09-03	Widowed	Likely	2017	1997	$440,991	$1,051,558	Unknown	2024-08-18	2430
01358	Susan	Miller	626 Maple Way	37.1672	-113.4532	Downtown	UT	84790	919-726-9909	919-618-2648	1963-06-16	Married	Less Likely	2019	1996	$479,811	$822,110	Composition Shingle	2023-07-25	2089
01359	William	Martinez	349 Birch Lane	33.4814	-112.0484	Garfield	AZ	85002	919-612-4891	919-175-2161	1960-09-16	Divorced	Possible	2010	2010	$355,350	$668,514	Tile	2024-07-26	1996
01360	David	Brown	547 Walnut Circle	33.4888	-112.0041	Arts District	AZ	85003	919-207-6101	919-116-1639	1981-06-29	Divorced	Likely	2009	1993	$430,192	$547,774	Metal	2024-01-08	2137
01361	David	Davis	169 Hickory Lane	33.4371	-112.0788	Arts District	AZ	85003	919-821-6766	919-740-2266	1960-08-15	Widowed	Very Likely	2017	2018	$412,764	$407,634	Tile	2023-06-30	2355
01362	William	Wilson	253 Cedar Court	37.1140	-113.4758	St. George	UT	84791	919-960-4511	919-503-3466	1984-12-01	Single	Unlikely	2011	2000	$382,147	$846,325	Composition Shingle	2024-09-13	2243
01363	William	Taylor	331 Pine Drive	33.4347	-112.0013	Garfield	AZ	85002	919-803-6826	919-973-6780	1973-06-12	Divorced	Possible	2011	2003	$439,025	$373,923	Unknown	2024-03-15	2162
01364	Robert	Wilson	325 Birch Lane	35.0760	-106.5578	Old Town	NM	87001	919-797-5474	919-643-5365	1965-05-07	Widowed	Possible	2014	2010	$509,900	$950,927	Tile	2024-02-17	2266
01365	Patricia	Taylor	651 Birch Circle	35.0118	-106.5581	Downtown Albuquerque	NM	87001	919-883-2662	919-772-3783	1971-07-15	Divorced	Less Likely	2013	1996	$369,462	$1,154,879	Composition Shingle	2023-02-20	1940
01366	Mary	Wilson	125 Elm Avenue	37.1640	-113.4215	St. George	UT	84791	919-968-1871	919-204-8477	1983-08-06	Divorced	Very Likely	2017	1998	$387,170	$300,491	Metal	2024-10-16	2488
01367	Robert	Miller	155 Walnut Road	35.0617	-106.5115	Old Town	NM	87001	919-332-2572	919-176-9699	1969-09-05	Single	Unlikely	2018	2000	$400,264	$400,886	Metal	2024-01-06	2526
01368	Michael	Brown	973 Birch Street	37.1019	-113.4405	Dixie Downs	UT	84791	919-790-1683	919-163-3933	1975-01-28	Widowed	Very Likely	2020	1999	$466,199	$640,018	Composition Shingle	2023-11-05	2457
01369	Robert	Wilson	858 Maple Road	33.4119	-112.0454	Downtown Phoenix	AZ	85001	919-166-9509	919-542-1533	1963-09-13	Divorced	Possible	2014	2015	$462,640	$797,961	Tile	2023-08-06	2612
01370	Michael	Williams	472 Elm Court	33.4075	-112.0806	Central Business District	AZ	85001	919-212-5806	919-516-2896	1964-07-27	Widowed	Very Likely	2012	2008	$472,206	$340,489	Composition Shingle	2023-01-03	2423
01371	Elizabeth	Williams	793 Poplar Court	33.4713	-112.0698	Central Phoenix	AZ	85002	919-929-3241	919-691-4188	1977-08-08	Married	Unlikely	2012	2004	$423,328	$1,045,423	Metal	2023-09-07	2212
01372	Elizabeth	Johnson	566 Oak Way	35.0417	-106.5810	Historic District	NM	87001	919-922-1865	919-837-1271	1975-02-12	Divorced	Very Likely	2016	1999	$476,725	$301,767	Metal	2023-02-09	2035
01373	Jennifer	Taylor	534 Walnut Road	35.0604	-106.5289	University Area	NM	87002	919-754-4766	919-808-1253	1974-04-05	Married	Very Likely	2010	2004	$406,399	$997,816	Composition Shingle	2024-04-06	2180
01374	Michael	Martinez	767 Hickory Circle	35.0369	-106.5593	Nob Hill	NM	87002	919-509-3698	919-165-5128	1968-08-26	Widowed	Very Likely	2016	1990	$436,228	$646,446	Unknown	2023-07-21	2257
01375	Elizabeth	Miller	706 Birch Avenue	37.1252	-113.4001	Dixie Downs	UT	84791	919-298-6056	919-480-2225	1982-11-19	Married	Possible	2014	1994	$384,192	$820,964	Composition Shingle	2023-06-03	2568
01376	Susan	Davis	755 Poplar Way	33.4529	-112.0506	Historic District	AZ	85003	919-730-4572	919-341-3514	1967-07-25	Widowed	Very Likely	2016	1999	$517,938	$840,198	Unknown	2024-11-11	2629
01377	David	Davis	282 Elm Court	33.4867	-112.0286	Downtown Phoenix	AZ	85001	919-545-1345	919-954-8883	1976-08-30	Married	Likely	2020	1992	$432,677	$1,037,770	Composition Shingle	2023-08-16	2256
01378	Susan	Taylor	379 Elm Avenue	35.0258	-106.5322	Historic District	NM	87001	919-665-8458	919-619-2106	1966-05-31	Widowed	Very Likely	2015	1994	$367,942	$762,768	Tile	2023-12-31	1826
01379	Robert	Johnson	427 Pine Street	35.0703	-106.5976	University Area	NM	87002	919-266-6719	919-834-3064	1979-03-28	Single	Very Likely	2014	2013	$492,191	$768,811	Unknown	2024-07-31	2776
01380	Michael	Miller	788 Pine Lane	33.4897	-112.0353	Central City	AZ	85003	919-313-5800	919-997-7024	1976-04-29	Divorced	Unlikely	2012	1991	$510,579	$441,457	Unknown	2024-12-03	1866
01381	Mary	Davis	745 Maple Court	33.4548	-112.0180	Downtown Phoenix	AZ	85001	919-700-4699	919-848-6744	1985-08-11	Widowed	Possible	2017	2019	$381,356	$428,692	Unknown	2024-09-19	2516
01382	Jennifer	Smith	637 Birch Street	35.0466	-106.5983	Downtown Albuquerque	NM	87001	919-237-6537	919-960-4520	1965-03-20	Widowed	Less Likely	2019	2018	$466,548	$809,879	Composition Shingle	2024-10-09	2693
01383	Jennifer	Williams	276 Maple Lane	35.0970	-106.5545	Nob Hill	NM	87002	919-365-3995	919-662-5015	1982-08-26	Divorced	Likely	2017	1998	$488,867	$663,430	Tile	2024-03-07	1888
01384	Michael	Johnson	138 Walnut Circle	33.4691	-112.0690	Downtown Phoenix	AZ	85001	919-196-3297	919-540-3169	1990-04-09	Divorced	Less Likely	2010	1991	$442,778	$629,605	Metal	2024-01-10	2199
01385	John	Williams	257 Spruce Circle	35.0145	-106.5540	Old Town	NM	87001	919-867-2548	919-950-3354	1988-03-13	Widowed	Unlikely	2017	2017	$518,199	$1,001,111	Unknown	2024-04-21	2039
01386	Robert	Smith	850 Birch Street	33.4799	-112.0712	Historic District	AZ	85003	919-477-8667	919-636-4174	1976-07-14	Single	Possible	2013	2019	$407,644	$1,045,674	Tile	2024-09-25	2274
01387	David	Smith	571 Elm Road	37.1089	-113.4309	Downtown	UT	84790	919-912-1959	919-224-5288	1968-07-16	Married	Very Likely	2011	2001	$466,261	$813,772	Tile	2024-09-20	2550
01388	David	Anderson	592 Elm Avenue	37.1838	-113.4333	Sunset	UT	84791	919-362-4439	919-282-2898	1965-12-12	Widowed	Less Likely	2014	1994	$389,434	$540,509	Tile	2023-06-11	2171
01389	Patricia	Anderson	797 Elm Court	33.4223	-112.0738	Government District	AZ	85001	919-921-7128	919-737-9606	1961-03-07	Single	Possible	2018	1999	$364,866	$671,919	Composition Shingle	2023-12-08	2580
01390	Robert	Davis	921 Hickory Lane	37.1806	-113.4404	Historic District	UT	84790	919-183-1991	919-127-1943	1990-12-23	Married	Unlikely	2014	2000	$458,261	$682,064	Unknown	2024-06-12	2473
01391	John	Taylor	856 Pine Street	37.1006	-113.4514	St. George	UT	84790	919-984-4578	919-290-4574	1988-08-24	Divorced	Less Likely	2009	1998	$355,225	$650,030	Tile	2023-10-23	2329
01392	John	Taylor	136 Hickory Court	37.1634	-113.4448	Historic District	UT	84790	919-945-1010	919-228-3943	1967-08-22	Married	Very Likely	2016	2017	$455,726	$422,297	Unknown	2023-08-27	2497
01393	Susan	Taylor	768 Hickory Road	37.1130	-113.4296	Downtown	UT	84790	919-681-9991	919-842-3296	1981-08-07	Divorced	Possible	2020	2004	$352,036	$946,648	Metal	2024-01-20	2504
01394	Jennifer	Miller	893 Poplar Way	33.4798	-112.0352	Downtown Phoenix	AZ	85001	919-104-6017	919-808-9396	1960-07-31	Married	Unlikely	2018	1993	$496,093	$673,962	Composition Shingle	2023-05-14	2098
01395	Susan	Brown	615 Elm Drive	33.4615	-112.0264	Downtown Phoenix	AZ	85001	919-746-3259	919-372-6725	1986-09-13	Single	Less Likely	2012	2012	$363,763	$353,703	Metal	2024-01-07	2257
01396	Michael	Johnson	566 Walnut Road	37.1842	-113.4170	St. George	UT	84791	919-307-6995	919-900-8319	1968-11-20	Divorced	Likely	2017	2003	$490,496	$722,798	Metal	2023-01-02	2724
01397	Jennifer	Taylor	221 Spruce Way	33.4834	-112.0828	Arts District	AZ	85003	919-131-8450	919-413-2653	1961-02-14	Divorced	Unlikely	2011	2017	$363,833	$695,388	Composition Shingle	2023-11-01	1884
01398	William	Brown	641 Hickory Avenue	33.4906	-112.0404	Downtown Phoenix	AZ	85001	919-485-9813	919-915-9772	1984-05-01	Single	Very Likely	2017	1997	$395,224	$1,040,184	Unknown	2024-03-31	2531
01399	Elizabeth	Davis	615 Oak Street	33.4968	-112.0834	Central Business District	AZ	85001	919-482-3658	919-667-1509	1982-02-27	Divorced	Very Likely	2015	1990	$513,534	$568,790	Composition Shingle	2023-03-06	2499
01400	William	Anderson	805 Elm Court	37.1498	-113.4289	St. George	UT	84790	919-491-2028	919-404-3204	1966-07-25	Divorced	Very Likely	2014	2002	$516,307	$762,707	Composition Shingle	2023-07-17	2783
01401	Patricia	Martinez	821 Poplar Lane	37.1310	-113.4310	Dixie Downs	UT	84791	919-904-9288	919-989-9891	1982-03-13	Widowed	Likely	2015	1995	$444,110	$753,828	Tile	2024-10-07	2112
01402	Elizabeth	Martinez	139 Birch Lane	35.0270	-106.5134	University Area	NM	87002	919-126-3221	919-351-6104	1980-07-07	Divorced	Possible	2013	1995	$430,174	$420,977	Composition Shingle	2024-08-01	2053
01403	David	Davis	772 Walnut Drive	33.4983	-112.0765	Garfield	AZ	85002	919-558-1219	919-378-9659	1990-01-13	Widowed	Possible	2020	2011	$376,137	$914,266	Tile	2024-03-28	1855
01404	Michael	Anderson	346 Birch Street	33.4982	-112.0993	Government District	AZ	85001	919-726-5755	919-782-8545	1967-03-02	Divorced	Very Likely	2019	2000	$367,248	$302,086	Unknown	2023-09-20	2353
01405	Elizabeth	Brown	690 Maple Way	37.1993	-113.4727	Sunset	UT	84791	919-512-8630	919-814-1870	1961-12-01	Single	Very Likely	2015	2009	$507,895	$398,124	Composition Shingle	2024-12-04	2407
01406	Robert	Taylor	641 Hickory Avenue	37.1763	-113.4913	St. George	UT	84791	919-243-7364	919-997-3523	1990-07-14	Widowed	Likely	2016	1990	$403,520	$937,684	Unknown	2024-12-02	2143
01407	Patricia	Johnson	673 Birch Circle	35.0765	-106.5891	Historic District	NM	87001	919-402-3745	919-694-5214	1977-05-28	Divorced	Possible	2020	2018	$404,106	$1,130,876	Metal	2024-03-02	1951
01408	Robert	Miller	534 Pine Avenue	37.1344	-113.4887	Downtown	UT	84790	919-266-1757	919-893-7492	1979-10-18	Widowed	Possible	2013	2013	$459,718	$828,193	Unknown	2024-03-20	2509
01409	David	Smith	420 Maple Court	35.0612	-106.5889	Downtown Albuquerque	NM	87001	919-524-6211	919-211-6915	1978-11-26	Single	Very Likely	2012	1995	$439,939	$935,513	Metal	2024-08-27	2084
01410	William	Smith	883 Spruce Street	37.1519	-113.4749	Sunset	UT	84791	919-835-6064	919-226-9258	1985-07-04	Widowed	Unlikely	2012	2015	$414,763	$588,053	Tile	2024-02-24	2361
01411	Susan	Davis	826 Poplar Road	35.0202	-106.5125	University Area	NM	87002	919-148-4564	919-475-4278	1990-07-22	Widowed	Unlikely	2014	2008	$475,442	$557,021	Tile	2023-12-03	2671
01412	Jennifer	Taylor	923 Maple Way	33.4265	-112.0760	Central City	AZ	85003	919-506-6983	919-473-5728	1971-12-30	Widowed	Likely	2016	2016	$506,792	$938,896	Composition Shingle	2024-11-05	2553
01413	Jennifer	Smith	872 Maple Way	35.0005	-106.5070	Historic District	NM	87001	919-170-9889	919-745-7807	1973-04-16	Single	Possible	2009	1991	$445,872	$971,675	Metal	2024-01-07	1835
01414	Mary	Anderson	439 Pine Circle	35.0688	-106.5194	University Area	NM	87002	919-412-8481	919-575-6783	1978-11-23	Single	Less Likely	2010	1992	$362,092	$778,145	Composition Shingle	2024-04-29	2432
01415	Jennifer	Anderson	127 Pine Drive	37.1340	-113.4467	Historic District	UT	84790	919-894-9364	919-401-7746	1970-01-03	Married	Very Likely	2008	2009	$361,936	$472,967	Composition Shingle	2024-02-19	2245
01416	John	Anderson	790 Maple Court	33.4098	-112.0846	Arts District	AZ	85003	919-730-8203	919-986-9256	1987-02-15	Single	Less Likely	2012	2008	$440,493	$412,446	Metal	2023-05-24	2185
01417	William	Davis	866 Maple Street	33.4410	-112.0758	Central City	AZ	85003	919-831-2949	919-970-5759	1976-11-13	Single	Possible	2010	1998	$444,563	$1,189,132	Tile	2023-04-04	2549
01418	Michael	Wilson	842 Maple Street	35.0098	-106.5325	Historic District	NM	87001	919-443-9646	919-196-4532	1962-04-03	Divorced	Less Likely	2020	2004	$494,295	$669,565	Unknown	2023-11-13	2227
01419	John	Taylor	838 Oak Lane	33.4373	-112.0155	Historic District	AZ	85003	919-993-7761	919-284-1587	1983-10-17	Divorced	Possible	2017	2014	$464,277	$589,282	Unknown	2023-01-14	2782
01420	Robert	Miller	463 Birch Road	37.1551	-113.4617	St. George	UT	84791	919-603-6763	919-120-6179	1972-05-05	Divorced	Possible	2015	2013	$415,448	$441,686	Metal	2024-05-03	1920
01421	Elizabeth	Johnson	762 Pine Circle	37.1508	-113.4920	Historic District	UT	84790	919-193-7297	919-587-8255	1985-10-15	Divorced	Very Likely	2011	1994	$443,787	$824,493	Tile	2023-07-05	2787
01422	Michael	Smith	299 Oak Drive	33.4488	-112.0479	Central City	AZ	85003	919-180-7121	919-794-8801	1964-07-05	Married	Possible	2015	1992	$433,889	$1,066,165	Tile	2023-12-08	2599
01423	William	Anderson	933 Poplar Way	35.0960	-106.5416	Central Albuquerque	NM	87002	919-691-8456	919-725-1740	1983-08-11	Single	Unlikely	2009	2000	$517,131	$555,314	Composition Shingle	2024-11-04	2288
01424	William	Wilson	116 Oak Circle	35.0954	-106.5794	University Area	NM	87002	919-605-4274	919-193-3371	1964-12-21	Widowed	Less Likely	2019	2013	$395,469	$889,581	Metal	2023-04-25	2779
01425	Michael	Davis	202 Cedar Court	33.4915	-112.0475	Central Phoenix	AZ	85002	919-890-3750	919-842-4707	1960-01-31	Widowed	Less Likely	2014	2014	$440,463	$635,754	Tile	2023-03-24	2188
01426	Susan	Wilson	298 Maple Way	33.4098	-112.0065	Government District	AZ	85001	919-637-3858	919-250-5551	1970-04-14	Single	Possible	2020	2001	$376,523	$609,603	Tile	2024-08-25	1823
01427	Susan	Miller	332 Spruce Drive	33.4700	-112.0017	Government District	AZ	85001	919-799-8581	919-515-5982	1985-11-08	Married	Unlikely	2008	1992	$505,828	$1,174,939	Unknown	2024-02-01	1812
01428	Susan	Miller	274 Birch Avenue	37.1564	-113.4260	Dixie Downs	UT	84791	919-341-6704	919-567-3723	1973-02-01	Single	Likely	2008	1991	$426,919	$810,255	Metal	2023-05-01	2622
01429	Susan	Wilson	293 Walnut Court	37.1390	-113.4428	St. George	UT	84790	919-458-3518	919-558-8999	1987-12-15	Single	Unlikely	2018	2004	$479,977	$548,848	Unknown	2023-06-18	2071
01430	William	Wilson	852 Pine Street	33.4948	-112.0198	Central City	AZ	85003	919-973-1751	919-904-5426	1965-01-21	Widowed	Likely	2015	2012	$472,674	$359,637	Unknown	2024-11-05	2633
01431	Jennifer	Anderson	317 Birch Court	35.0312	-106.5249	Nob Hill	NM	87002	919-504-8490	919-754-2085	1989-04-01	Married	Very Likely	2015	2013	$450,999	$456,052	Tile	2024-11-15	2592
01432	Michael	Taylor	797 Birch Court	33.4631	-112.0846	Downtown Phoenix	AZ	85001	919-829-5013	919-220-5616	1987-02-20	Single	Likely	2013	2003	$359,108	$1,120,334	Tile	2024-05-10	2337
01433	Jennifer	Johnson	595 Birch Way	37.1743	-113.4355	Dixie Downs	UT	84791	919-512-5881	919-646-4800	1970-05-25	Married	Possible	2012	1995	$490,132	$669,504	Metal	2024-03-23	1971
01434	Michael	Williams	709 Oak Avenue	33.4579	-112.0410	Central Phoenix	AZ	85002	919-209-9611	919-504-8422	1966-03-04	Single	Less Likely	2014	2001	$498,247	$1,075,028	Composition Shingle	2024-08-20	2767
01435	David	Martinez	120 Elm Lane	35.0952	-106.5865	Historic District	NM	87001	919-117-5375	919-283-7888	1976-07-27	Married	Possible	2017	2005	$517,458	$451,522	Unknown	2023-06-12	2434
01436	Mary	Anderson	269 Maple Way	37.1874	-113.4315	St. George	UT	84790	919-542-6561	919-222-4947	1981-11-01	Widowed	Very Likely	2017	2011	$513,338	$602,763	Unknown	2024-12-01	2302
01437	Patricia	Wilson	171 Cedar Court	35.0943	-106.5359	Central Albuquerque	NM	87002	919-258-6843	919-507-4204	1963-08-12	Married	Less Likely	2011	1992	$486,608	$383,017	Tile	2024-09-06	2223
01438	Susan	Johnson	148 Birch Court	33.4003	-112.0658	Arts District	AZ	85003	919-714-3541	919-998-6927	1980-11-20	Widowed	Likely	2018	1997	$441,399	$552,111	Metal	2023-06-14	2660
01439	Susan	Wilson	748 Walnut Drive	35.0018	-106.5239	Historic District	NM	87001	919-652-9858	919-456-1242	1972-08-15	Single	Very Likely	2011	2001	$418,391	$503,682	Composition Shingle	2024-11-16	2092
01440	William	Miller	582 Pine Drive	35.0702	-106.5495	Old Town	NM	87001	919-881-9229	919-924-2948	1968-11-02	Married	Possible	2018	2015	$372,617	$311,685	Unknown	2024-08-13	2779
01441	Mary	Smith	648 Birch Road	35.0102	-106.5268	Old Town	NM	87001	919-624-2852	919-806-5729	1983-08-18	Married	Unlikely	2020	1998	$439,452	$765,050	Composition Shingle	2024-11-01	2178
01442	Robert	Williams	180 Elm Drive	35.0619	-106.5794	University Area	NM	87002	919-964-7761	919-693-1835	1985-12-04	Single	Very Likely	2013	2018	$471,920	$406,563	Composition Shingle	2023-02-27	2513
01443	Michael	Anderson	643 Poplar Court	33.4401	-112.0199	Roosevelt	AZ	85002	919-310-4529	919-751-1281	1969-06-13	Single	Less Likely	2018	1998	$402,457	$945,912	Tile	2024-04-26	2128
01444	David	Smith	243 Pine Court	37.1698	-113.4547	St. George	UT	84791	919-176-5351	919-619-4622	1988-09-24	Divorced	Less Likely	2012	2020	$431,964	$762,679	Metal	2024-02-03	2332
01445	Robert	Williams	442 Pine Road	35.0090	-106.5713	Old Town	NM	87001	919-222-9434	919-829-4513	1965-08-06	Widowed	Less Likely	2016	2008	$489,099	$787,764	Tile	2024-11-27	2703
01446	John	Davis	108 Poplar Circle	37.1457	-113.4612	Sunset	UT	84791	919-880-9331	919-741-1743	1977-07-02	Widowed	Very Likely	2016	2002	$375,696	$1,177,190	Tile	2023-05-10	1972
01447	Jennifer	Anderson	244 Poplar Road	37.1360	-113.4830	Historic District	UT	84790	919-611-5142	919-861-7462	1983-07-19	Divorced	Unlikely	2020	2006	$475,950	$333,041	Composition Shingle	2024-02-12	2003
01448	Jennifer	Miller	795 Elm Road	33.4035	-112.0651	Downtown Phoenix	AZ	85001	919-241-5922	919-273-9059	1974-12-06	Widowed	Likely	2014	1994	$442,742	$1,071,121	Metal	2023-07-07	2412
01449	William	Smith	184 Hickory Avenue	33.4851	-112.0081	Arts District	AZ	85003	919-417-4850	919-988-7443	1978-09-16	Single	Unlikely	2015	2003	$432,414	$1,024,141	Metal	2023-04-08	2739
01450	John	Brown	929 Oak Street	33.4353	-112.0427	Historic District	AZ	85003	919-926-9558	919-965-5494	1979-05-10	Married	Less Likely	2016	2016	$474,540	$1,039,083	Metal	2023-02-02	2099
01451	David	Smith	673 Hickory Lane	35.0100	-106.5301	Nob Hill	NM	87002	919-807-3979	919-953-8556	1961-10-02	Single	Unlikely	2019	2019	$454,365	$749,379	Unknown	2024-11-29	1843
01452	Mary	Smith	187 Elm Avenue	33.4921	-112.0126	Garfield	AZ	85002	919-567-5300	919-641-6741	1989-06-28	Divorced	Likely	2010	2003	$426,567	$935,472	Unknown	2024-12-01	2783
01453	John	Smith	918 Walnut Drive	33.4677	-112.0547	Central City	AZ	85003	919-343-8218	919-436-1388	1981-06-05	Widowed	Very Likely	2016	2009	$503,721	$419,116	Tile	2023-10-17	2387
01454	Robert	Smith	481 Pine Court	37.1179	-113.4733	Historic District	UT	84790	919-820-4066	919-193-2760	1976-10-10	Divorced	Likely	2018	2004	$486,182	$608,599	Composition Shingle	2023-07-09	1935
01455	David	Anderson	335 Cedar Lane	35.0412	-106.5769	Central Albuquerque	NM	87002	919-643-6604	919-463-4231	1963-12-11	Divorced	Unlikely	2015	1990	$399,584	$753,315	Unknown	2024-12-04	2497
01456	William	Smith	368 Oak Way	37.1822	-113.4758	St. George	UT	84790	919-492-1166	919-202-8995	1987-02-19	Single	Less Likely	2019	1991	$485,938	$372,642	Tile	2023-01-24	1987
01457	Susan	Johnson	867 Poplar Circle	33.4986	-112.0816	Downtown Phoenix	AZ	85001	919-789-3222	919-652-6181	1962-01-13	Married	Unlikely	2014	2015	$400,070	$683,679	Composition Shingle	2024-02-24	2529
